curr_state	curr_action	next_reward	next_state	old_value	new_value
818	1	0	827	0.0	0.0
827	0	0	707	0.0	0.0
707	-1	0	586	0.0	0.0
586	1	0	595	0.0	0.0
595	1	0	476	0.0	0.0
476	-1	0	347	0.0	0.0
347	1	0	228	0.0	0.0
228	-1	0	99	0.0	0.25418658283290013
99	0	0	107	0.2058911320946491	0.2058911320946491
107	0	0	115	0.0	0.25418658283290013
115	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	1	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	1	0	125	0.2058911320946491	0.2058911320946491
125	-1	0	116	0.22876792454961012	0.22876792454961012
116	0	0	116	0.22876792454961012	0.22876792454961012
116	1	0	117	0.0	0.16677181699666577
117	0	0	109	0.1853020188851842	0.1853020188851842
109	-1	0	100	0.2058911320946491	0.22876792454961012
100	-1	0	99	0.25418658283290013	0.25418658283290013
99	1	0	108	0.0	0.16677181699666577
108	-1	0	107	0.0	0.22876792454961012
107	0	0	115	0.25418658283290013	0.25418658283290013
115	0	0	123	0.25418658283290013	0.25418658283290013
123	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	1	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	-1	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	-1	0	123	0.25418658283290013	0.25418658283290013
123	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	-1	0	121	0.31381059609000017	0.31381059609000017
121	0	0	249	0.34867844010000015	0.34867844010000015
249	1	0	378	0.25418658283290013	0.34867844010000015
378	-1	0	377	0.38742048900000015	0.38742048900000015
377	1	0	506	0.0	0.22876792454961012
506	0	0	506	0.22876792454961012	0.22876792454961012
506	0	0	506	0.22876792454961012	0.22876792454961012
506	1	0	507	0.25418658283290013	0.25418658283290013
507	1	0	380	0.0	0.2058911320946491
380	1	0	253	0.0	0.0
253	0	0	117	0.0	0.16677181699666577
117	1	0	110	0.0	0.0
110	0	0	102	0.0	0.0
102	0	0	94	0.0	0.0
94	0	0	86	0.0	0.0
86	0	0	78	0.0	0.0
78	0	0	70	0.0	0.0
70	-1	0	61	0.0	0.0
61	1	0	54	0.0	0.0
54	1	0	47	0.0	0.0
47	1	0	160	0.0	0.0
160	0	0	288	0.0	0.0
288	1	0	417	0.0	0.0
417	1	0	554	0.0	0.5904900000000002
554	0	0	562	0.0	0.0
562	0	0	570	0.0	0.0
570	0	0	578	0.0	0.0
578	-1	0	585	0.0	0.6561000000000001
585	-1	0	720	0.7290000000000001	0.7290000000000001
720	-1	0	855	0.81	0.81
855	1	0	968	0.0	0.0
968	0	0	1096	0.0	0.0
1096	1	0	1225	0.0	0.0
1225	-1	0	1360	0.0	0.0
1360	1	0	1489	0.0	0.0
1489	1	0	1626	0.0	0.0
1626	-1	0	1633	0.0	0.0
1633	1	0	1770	0.0	0.0
1770	0	0	1778	0.0	0.25418658283290013
1778	-1	0	1785	0.28242953648100017	0.28242953648100017
1785	-1	0	1912	0.22876792454961012	0.22876792454961012
1912	1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	0	0	2041	0.25418658283290013	0.25418658283290013
2041	0	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	0	0	1915	0.34867844010000015	0.34867844010000015
1915	0	0	1787	0.22876792454961012	0.31381059609000017
1787	1	0	1660	0.34867844010000015	0.34867844010000015
1660	1	0	1533	0.0	0.0
1533	-1	0	1396	0.0	0.38742048900000015
1396	1	0	1269	0.0	0.0
1269	0	0	1133	0.0	0.0
1133	0	0	997	0.0	0.6561000000000001
997	1	0	862	0.7290000000000001	0.7290000000000001
862	-1	0	853	0.47829690000000014	0.47829690000000014
853	-1	0	716	0.0	0.0
716	-1	0	587	0.0	0.0
587	1	0	468	0.0	0.0
468	1	0	341	0.0	0.0
341	0	0	205	0.0	0.0
205	-1	0	68	0.0	0.0
68	-1	0	67	0.0	0.0
67	-1	0	74	0.0	0.0
74	-1	0	81	0.0	0.0
81	1	0	218	0.0	0.0
218	-1	0	225	0.0	0.0
225	1	0	362	0.0	0.34867844010000015
362	0	0	370	0.0	0.0
370	0	0	378	0.0	0.34867844010000015
378	0	0	378	0.0	0.34867844010000015
378	-1	0	377	0.38742048900000015	0.38742048900000015
377	0	0	505	0.0	0.0
505	1	0	634	0.0	0.0
634	1	0	635	0.0	0.0
635	0	0	507	0.0	0.25418658283290013
507	1	0	380	0.2058911320946491	0.2058911320946491
380	1	0	253	0.0	0.1500946352969992
253	-1	0	116	0.0	0.22876792454961012
116	-1	0	115	0.25418658283290013	0.25418658283290013
115	1	0	124	0.22876792454961012	0.22876792454961012
124	-1	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	1	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	0	0	124	0.22876792454961012	0.22876792454961012
124	0	0	124	0.22876792454961012	0.22876792454961012
124	0	0	124	0.22876792454961012	0.22876792454961012
124	1	0	125	0.2058911320946491	0.2058911320946491
125	0	0	117	0.16677181699666577	0.16677181699666577
117	0	0	109	0.1853020188851842	0.2058911320946491
109	0	0	101	0.0	0.0
101	-1	0	92	0.0	0.0
92	0	0	92	0.0	0.0
92	1	0	93	0.0	0.0
93	1	0	86	0.0	0.0
86	0	0	78	0.0	0.0
78	-1	0	69	0.0	0.0
69	0	0	61	0.0	0.0
61	1	0	54	0.0	0.0
54	-1	0	45	0.0	0.0
45	-1	0	36	0.0	0.0
36	0	0	36	0.0	0.0
36	-1	0	35	0.0	0.0
35	0	0	43	0.0	0.0
43	1	0	52	0.0	0.0
52	0	0	52	0.0	0.0
52	1	0	53	0.0	0.0
53	1	0	46	0.0	0.0
46	-1	0	37	0.0	0.0
37	0	0	29	0.0	0.0
29	0	0	21	0.0	0.0
21	0	0	13	0.0	0.0
13	0	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	-1	0	4	0.0	0.0
4	1	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	-1	0	4	0.0	0.0
4	1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	-1	0	4	0.0	0.0
4	1	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	1	0	7	0.0	0.0
7	1	0	128	0.0	0.0
128	1	0	257	0.0	0.0
257	1	0	394	0.0	0.0
394	-1	0	401	0.0	0.0
401	0	0	537	0.0	0.0
537	-1	0	672	0.0	0.0
672	1	0	801	0.0	0.0
801	1	0	938	0.0	0.0
938	1	0	947	0.0	0.0
947	1	0	828	0.0	0.0
828	0	0	700	0.0	0.0
700	0	0	572	0.0	0.0
572	1	0	445	0.0	0.0
445	0	0	309	0.0	0.0
309	1	0	174	0.0	0.0
174	0	0	166	0.0	0.0
166	-1	0	157	0.0	0.0
157	1	0	22	0.0	0.0
22	0	0	14	0.0	0.0
14	0	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	-1	0	5	0.0	0.0
5	1	0	6	0.0	0.0
6	0	0	6	0.0	0.0
6	1	0	7	0.0	0.0
7	-1	0	134	0.0	0.0
134	1	0	135	0.0	0.0
135	1	0	256	0.0	0.0
256	1	0	385	0.0	0.0
385	-1	0	520	0.0	0.0
520	0	0	648	0.0	0.0
648	0	0	776	0.0	0.0
776	0	0	904	0.0	0.0
904	-1	0	1039	0.0	0.0
1039	1	0	1152	0.0	0.0
1152	0	0	1280	0.0	0.0
1280	1	0	1409	0.0	0.0
1409	-1	0	1544	0.0	0.0
1544	0	0	1672	0.0	0.0
1672	0	0	1800	0.0	0.0
1800	-1	0	1935	0.0	0.0
1935	0	0	1927	0.0	0.0
1927	0	0	1927	0.0	0.0
1927	1	0	1920	0.0	0.0
1920	1	0	1921	0.0	0.0
1921	1	0	1930	0.0	0.0
1930	-1	0	1937	0.0	0.0
1937	-1	0	1944	0.0	0.0
1944	1	0	1945	0.0	0.0
1945	0	0	1953	0.0	0.0
1953	1	0	1962	0.0	0.0
1962	1	0	1971	0.0	0.0
1971	1	0	1852	0.0	0.0
1852	1	0	1725	0.0	0.0
1725	0	0	1589	0.0	0.0
1589	0	0	1453	0.0	0.0
1453	1	0	1318	0.0	0.0
1318	1	0	1311	0.0	0.0
1311	1	0	1424	0.0	0.0
1424	1	0	1553	0.0	0.0
1553	-1	0	1688	0.0	0.0
1688	1	0	1817	0.0	0.0
1817	-1	0	1952	0.0	0.0
1952	-1	0	1959	0.0	0.0
1959	-1	0	1950	0.0	0.0
1950	0	0	1942	0.0	0.0
1942	-1	0	1933	0.0	0.0
1933	-1	0	1796	0.0	0.0
1796	-1	0	1667	0.0	0.0
1667	1	0	1548	0.0	0.0
1548	0	0	1420	0.0	0.0
1420	1	0	1293	0.0	0.0
1293	1	0	1158	0.0	0.0
1158	0	0	1158	0.0	0.0
1158	1	0	1159	0.0	0.0
1159	0	0	1287	0.0	0.0
1287	1	0	1408	0.0	0.0
1408	1	0	1537	0.0	0.0
1537	-1	0	1672	0.0	0.0
1672	0	0	1800	0.0	0.0
1800	0	0	1928	0.0	0.0
1928	-1	0	1935	0.0	0.0
1935	0	0	1927	0.0	0.0
1927	0	0	1927	0.0	0.0
1927	0	0	1927	0.0	0.0
1927	-1	0	1926	0.0	0.0
1926	-1	0	1925	0.0	0.0
1925	-1	0	1796	0.0	0.0
1796	0	0	1668	0.0	0.0
1668	1	0	1541	0.0	0.0
1541	0	0	1413	0.0	0.0
1413	0	0	1285	0.0	0.0
1285	-1	0	1156	0.0	0.0
1156	1	0	1029	0.0	0.0
1029	-1	0	900	0.0	0.0
900	-1	0	771	0.0	0.0
771	1	0	652	0.0	0.0
652	1	0	525	0.0	0.0
525	0	0	389	0.0	0.0
389	1	0	262	0.0	0.0
262	-1	0	261	0.0	0.0
261	1	0	134	0.0	0.0
134	0	0	134	0.0	0.0
134	1	0	135	0.0	0.0
135	-1	0	262	0.0	0.0
262	0	0	262	0.0	0.0
262	1	0	263	0.0	0.0
263	0	0	391	0.0	0.0
391	1	0	512	0.0	0.0
512	-1	0	647	0.0	0.0
647	1	0	768	0.0	0.0
768	1	0	897	0.0	0.0
897	1	0	1034	0.0	0.0
1034	1	0	1043	0.0	0.0
1043	-1	0	922	0.0	0.0
922	-1	0	929	0.0	0.0
929	1	0	1066	0.0	0.0
1066	-1	0	1073	0.0	0.0
1073	0	0	1209	0.0	0.0
1209	1	0	1346	0.0	0.0
1346	0	0	1354	0.0	0.0
1354	0	0	1362	0.0	0.0
1362	0	0	1370	0.0	0.0
1370	0	0	1378	0.0	0.0
1378	1	0	1387	0.0	0.0
1387	-1	0	1266	0.0	0.0
1266	0	0	1274	0.0	0.31381059609000017
1274	1	0	1275	0.34867844010000015	0.34867844010000015
1275	1	0	1148	0.0	0.38742048900000015
1148	-1	0	1019	0.0	0.0
1019	-1	0	890	0.0	0.0
890	1	0	891	0.0	0.0
891	-1	0	762	0.0	0.0
762	-1	0	761	0.0	0.0
761	0	0	889	0.0	0.28242953648100017
889	0	0	1017	0.31381059609000017	0.31381059609000017
1017	1	0	1146	0.34867844010000015	0.34867844010000015
1146	0	0	1146	0.34867844010000015	0.34867844010000015
1146	1	0	1147	0.38742048900000015	0.38742048900000015
1147	-1	0	1018	0.0	0.0
1018	0	0	1018	0.0	0.0
1018	-1	0	1017	0.0	0.31381059609000017
1017	-1	0	1144	0.0	0.0
1144	0	0	1272	0.0	0.0
1272	0	0	1400	0.0	0.2058911320946491
1400	1	0	1529	0.22876792454961012	0.22876792454961012
1529	-1	0	1656	0.25418658283290013	0.25418658283290013
1656	0	0	1784	0.22876792454961012	0.22876792454961012
1784	1	0	1913	0.25418658283290013	0.25418658283290013
1913	0	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	1	0	1916	0.2058911320946491	0.34867844010000015
1916	0	0	1788	0.38742048900000015	0.38742048900000015
1788	-1	0	1659	0.34867844010000015	0.34867844010000015
1659	1	0	1532	0.38742048900000015	0.38742048900000015
1532	0	0	1404	0.43046721000000016	0.43046721000000016
1404	1	0	1277	0.47829690000000014	0.47829690000000014
1277	0	0	1141	0.5314410000000002	0.5314410000000002
1141	0	0	1005	0.0	0.5904900000000002
1005	1	0	870	0.6561000000000001	0.6561000000000001
870	0	0	862	0.7290000000000001	0.7290000000000001
862	-1	0	853	0.47829690000000014	0.47829690000000014
853	-1	0	716	0.0	0.0
716	-1	0	587	0.0	0.0
587	0	0	467	0.0	0.0
467	-1	0	346	0.0	0.0
346	0	0	354	0.0	0.0
354	-1	0	361	0.0	0.0
361	0	0	497	0.0	0.0
497	1	0	634	0.0	0.0
634	0	0	634	0.0	0.0
634	1	0	635	0.0	0.22876792454961012
635	-1	0	506	0.0	0.22876792454961012
506	0	0	506	0.22876792454961012	0.22876792454961012
506	1	0	507	0.25418658283290013	0.25418658283290013
507	0	0	379	0.28242953648100017	0.28242953648100017
379	1	0	252	0.22876792454961012	0.22876792454961012
252	0	0	124	0.0	0.22876792454961012
124	1	0	125	0.2058911320946491	0.2058911320946491
125	1	0	118	0.0	0.0
118	0	0	110	0.0	0.0
110	-1	0	101	0.0	0.0
101	0	0	93	0.0	0.0
93	1	0	86	0.0	0.0
86	-1	0	77	0.0	0.0
77	1	0	70	0.0	0.0
70	0	0	62	0.0	0.0
62	-1	0	53	0.0	0.0
53	0	0	45	0.0	0.0
45	-1	0	36	0.0	0.0
36	0	0	36	0.0	0.0
36	1	0	37	0.0	0.0
37	1	0	30	0.0	0.0
30	0	0	22	0.0	0.0
22	0	0	14	0.0	0.0
14	-1	0	5	0.0	0.0
5	0	0	5	0.0	0.0
5	-1	0	4	0.0	0.0
4	-1	0	3	0.0	0.0
3	0	0	11	0.0	0.0
11	0	0	19	0.0	0.0
19	0	0	27	0.0	0.0
27	1	0	36	0.0	0.0
36	0	0	36	0.0	0.0
36	0	0	36	0.0	0.0
36	0	0	36	0.0	0.0
36	0	0	36	0.0	0.0
36	1	0	37	0.0	0.0
37	0	0	29	0.0	0.0
29	-1	0	20	0.0	0.0
20	-1	0	19	0.0	0.0
19	-1	0	26	0.0	0.0
26	-1	0	33	0.0	0.0
33	0	0	169	0.0	0.0
169	0	0	305	0.0	0.0
305	1	0	442	0.0	0.5314410000000002
442	-1	0	449	0.5904900000000002	0.5904900000000002
449	-1	0	584	0.6561000000000001	0.6561000000000001
584	0	0	712	0.7290000000000001	0.7290000000000001
712	1	0	841	0.0	0.0
841	-1	0	976	0.0	0.0
976	1	0	1105	0.0	0.0
1105	0	0	1241	0.0	0.0
1241	0	0	1377	0.0	0.0
1377	1	0	1514	0.0	0.0
1514	0	0	1522	0.0	0.0
1522	1	0	1531	0.0	0.38742048900000015
1531	1	0	1404	0.43046721000000016	0.43046721000000016
1404	-1	0	1275	0.34867844010000015	0.34867844010000015
1275	-1	0	1146	0.0	0.34867844010000015
1146	1	0	1147	0.38742048900000015	0.38742048900000015
1147	0	0	1019	0.0	0.0
1019	1	0	892	0.0	0.0
892	0	0	764	0.0	0.0
764	1	0	637	0.0	0.0
637	1	0	502	0.0	0.38742048900000015
502	1	0	495	0.0	0.0
495	-1	0	614	0.0	0.0
614	0	0	606	0.0	0.5904900000000002
606	1	0	599	0.6561000000000001	0.6561000000000001
599	1	0	712	0.7290000000000001	0.7290000000000001
712	0	0	840	0.81	0.81
840	1	0	969	0.0	0.0
969	1	0	1106	0.0	0.0
1106	0	0	1114	0.0	0.0
1114	-1	0	1121	0.0	0.0
1121	0	0	1257	0.0	0.0
1257	1	0	1394	0.0	0.28242953648100017
1394	0	0	1402	0.0	0.1853020188851842
1402	-1	0	1401	0.2058911320946491	0.2058911320946491
1401	0	0	1529	0.22876792454961012	0.22876792454961012
1529	1	0	1658	0.22876792454961012	0.22876792454961012
1658	0	0	1658	0.22876792454961012	0.22876792454961012
1658	0	0	1658	0.22876792454961012	0.22876792454961012
1658	1	0	1659	0.25418658283290013	0.34867844010000015
1659	0	0	1531	0.38742048900000015	0.38742048900000015
1531	1	0	1404	0.43046721000000016	0.43046721000000016
1404	-1	0	1275	0.34867844010000015	0.34867844010000015
1275	0	0	1147	0.38742048900000015	0.38742048900000015
1147	0	0	1019	0.0	0.0
1019	1	0	892	0.0	0.0
892	1	0	765	0.0	0.0
765	-1	0	628	0.0	0.0
628	-1	0	499	0.0	0.0
499	0	0	379	0.0	0.28242953648100017
379	1	0	252	0.22876792454961012	0.22876792454961012
252	1	0	125	0.0	0.2058911320946491
125	-1	0	116	0.22876792454961012	0.22876792454961012
116	0	0	116	0.22876792454961012	0.22876792454961012
116	1	0	117	0.16677181699666577	0.1853020188851842
117	-1	0	108	0.0	0.2058911320946491
108	-1	0	107	0.22876792454961012	0.22876792454961012
107	-1	0	114	0.0	0.28242953648100017
114	0	0	122	0.0	0.28242953648100017
122	-1	0	121	0.31381059609000017	0.31381059609000017
121	0	0	249	0.34867844010000015	0.34867844010000015
249	0	0	377	0.38742048900000015	0.38742048900000015
377	0	0	505	0.0	0.0
505	-1	0	632	0.0	0.43046721000000016
632	0	0	760	0.0	0.0
760	1	0	889	0.0	0.28242953648100017
889	1	0	1018	0.0	0.28242953648100017
1018	0	0	1018	0.0	0.28242953648100017
1018	0	0	1018	0.28242953648100017	0.28242953648100017
1018	0	0	1018	0.28242953648100017	0.28242953648100017
1018	1	0	1019	0.0	0.0
1019	0	0	891	0.0	0.0
891	0	0	763	0.0	0.0
763	1	0	636	0.0	0.2058911320946491
636	0	0	508	0.0	0.0
508	0	0	380	0.0	0.2058911320946491
380	-1	0	251	0.0	0.25418658283290013
251	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	-1	0	121	0.31381059609000017	0.31381059609000017
121	1	0	250	0.31381059609000017	0.31381059609000017
250	1	0	251	0.25418658283290013	0.25418658283290013
251	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	-1	0	121	0.31381059609000017	0.31381059609000017
121	1	0	250	0.31381059609000017	0.31381059609000017
250	1	0	251	0.25418658283290013	0.25418658283290013
251	-1	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	0	0	122	0.28242953648100017	0.28242953648100017
122	1	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	-1	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	1	0	125	0.2058911320946491	0.2058911320946491
125	-1	0	116	0.22876792454961012	0.22876792454961012
116	-1	0	115	0.25418658283290013	0.25418658283290013
115	-1	0	122	0.28242953648100017	0.28242953648100017
122	1	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	0	0	123	0.25418658283290013	0.25418658283290013
123	1	0	124	0.22876792454961012	0.22876792454961012
124	0	0	124	0.22876792454961012	0.22876792454961012
124	1	0	125	0.2058911320946491	0.2058911320946491
125	0	0	117	0.16677181699666577	0.1853020188851842
117	-1	0	108	0.2058911320946491	0.2058911320946491
108	0	0	108	0.0	0.2058911320946491
108	-1	0	107	0.22876792454961012	0.25418658283290013
107	-1	0	114	0.28242953648100017	0.28242953648100017
114	0	0	122	0.28242953648100017	0.28242953648100017
122	-1	0	121	0.31381059609000017	0.31381059609000017
121	-1	0	248	0.34867844010000015	0.38742048900000015
248	0	0	376	0.43046721000000016	0.43046721000000016
376	1	0	505	0.0	0.38742048900000015
505	0	0	633	0.0	0.0
633	0	0	761	0.0	0.25418658283290013
761	1	0	890	0.0	0.0
890	-1	0	889	0.0	0.28242953648100017
889	-1	0	1016	0.0	0.0
1016	0	0	1144	0.0	0.0
1144	0	0	1272	0.0	0.1853020188851842
1272	1	0	1401	0.0	0.2058911320946491
1401	1	0	1530	0.2058911320946491	0.2058911320946491
1530	-1	0	1529	0.22876792454961012	0.22876792454961012
1529	1	0	1658	0.22876792454961012	0.31381059609000017
1658	-1	0	1657	0.25418658283290013	0.25418658283290013
1657	0	0	1785	0.28242953648100017	0.28242953648100017
1785	1	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	-1	0	1913	0.25418658283290013	0.25418658283290013
1913	1	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	-1	0	1914	0.31381059609000017	0.31381059609000017
1914	-1	0	1913	0.25418658283290013	0.25418658283290013
1913	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	1	0	1916	0.34867844010000015	0.34867844010000015
1916	0	0	1788	0.38742048900000015	0.38742048900000015
1788	1	0	1661	0.43046721000000016	0.43046721000000016
1661	1	0	1526	0.0	0.0
1526	-1	0	1517	0.0	0.5314410000000002
1517	-1	0	1380	0.0	0.5904900000000002
1380	1	0	1253	0.6561000000000001	0.6561000000000001
1253	-1	0	1116	0.5904900000000002	0.5904900000000002
1116	1	0	989	0.6561000000000001	0.6561000000000001
989	1	0	854	0.7290000000000001	0.7290000000000001
854	1	0	847	0.81	0.81
847	-1	0	966	0.0	0.0
966	1	0	959	0.0	0.0
959	0	0	1079	0.0	0.0
1079	1	0	1192	0.0	0.0
1192	1	0	1321	0.0	0.0
1321	0	0	1457	0.0	0.0
1457	0	0	1593	0.0	0.0
1593	-1	0	1728	0.0	0.0
1728	-1	0	1863	0.0	0.0
1863	0	0	1983	0.0	0.0
1983	1	0	1968	0.0	0.0
1968	1	0	1969	0.0	0.0
1969	1	0	1978	0.0	0.25418658283290013
1978	-1	0	1985	0.28242953648100017	0.28242953648100017
1985	1	0	1994	0.31381059609000017	0.31381059609000017
1994	1	0	2003	0.34867844010000015	0.34867844010000015
2003	-1	0	1882	0.0	0.0
1882	1	0	1891	0.0	0.0
1891	1	0	1772	0.0	0.0
1772	-1	0	1643	0.0	0.0
1643	1	0	1524	0.0	0.34867844010000015
1524	0	0	1396	0.38742048900000015	0.38742048900000015
1396	1	0	1269	0.0	0.0
1269	1	0	1134	0.0	0.0
1134	-1	0	1125	0.0	0.5904900000000002
1125	1	0	990	0.0	0.7290000000000001
990	1	0	983	0.0	0.0
983	0	0	1103	0.0	0.0
1103	1	0	1216	0.0	0.0
1216	1	0	1345	0.0	0.0
1345	-1	0	1480	0.0	0.0
1480	-1	0	1615	0.0	0.0
1615	1	0	1728	0.0	0.0
1728	0	0	1856	0.0	0.0
1856	-1	0	1991	0.0	0.0
1991	1	0	1976	0.0	0.0
1976	1	0	1977	0.0	0.25418658283290013
1977	-1	0	1984	0.0	0.0
1984	0	0	1984	0.0	0.0
1984	-1	0	1991	0.0	0.0
1991	1	0	1976	0.0	0.22876792454961012
1976	-1	0	1983	0.0	0.0
1983	1	0	1968	0.0	0.0
1968	-1	0	1975	0.0	0.0
1975	0	0	1967	0.0	0.0
1967	-1	0	1958	0.0	0.0
1958	-1	0	1949	0.0	0.0
1949	0	0	1813	0.0	0.0
1813	1	0	1678	0.0	0.0
1678	0	0	1670	0.0	0.0
1670	-1	0	1669	0.0	0.0
1669	1	0	1542	0.0	0.0
1542	-1	0	1541	0.0	0.0
1541	1	0	1414	0.0	0.0
1414	0	0	1414	0.0	0.0
1414	1	0	1415	0.0	0.0
1415	-1	0	1542	0.0	0.0
1542	1	0	1543	0.0	0.0
1543	1	0	1664	0.0	0.0
1664	1	0	1793	0.0	0.0
1793	-1	0	1928	0.0	0.0
1928	-1	0	1935	0.0	0.0
1935	0	0	1927	0.0	0.0
1927	-1	0	1926	0.0	0.0
1926	-1	0	1925	0.0	0.0
1925	-1	0	1796	0.0	0.0
1796	-1	0	1667	0.0	0.0
1667	-1	0	1546	0.0	0.0
1546	1	0	1555	0.0	0.0
1555	-1	0	1434	0.0	0.0
1434	0	0	1442	0.0	0.0
1442	-1	0	1449	0.0	0.0
1449	1	0	1586	0.0	0.0
1586	0	0	1594	0.0	0.0
1594	0	0	1602	0.0	0.0
1602	1	0	1611	0.0	0.0
1611	-1	0	1490	0.0	0.0
1490	1	0	1499	0.0	0.5314410000000002
1499	0	0	1379	0.0	0.0
1379	0	0	1259	0.0	0.0
1259	1	0	1140	0.0	0.47829690000000014
1140	0	0	1012	0.0	0.0
1012	-1	0	883	0.0	0.0
883	-1	0	762	0.0	0.0
762	-1	0	761	0.0	0.25418658283290013
761	-1	0	888	0.0	0.0
888	-1	0	1023	0.0	0.0
1023	1	0	1136	0.0	0.43046721000000016
1136	0	0	1264	0.0	0.0
1264	-1	0	1399	0.0	0.0
1399	1	0	1512	0.0	0.0
1512	-1	0	1647	0.0	0.0
1647	1	0	1760	0.0	0.0
1760	1	0	1889	0.0	0.22876792454961012
1889	1	0	2026	0.0	0.25418658283290013
2026	1	0	2035	0.0	0.28242953648100017
2035	-1	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	-1	0	1913	0.25418658283290013	0.25418658283290013
1913	1	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	1	0	1916	0.34867844010000015	0.34867844010000015
1916	1	0	1789	0.0	0.0
1789	-1	0	1652	0.0	0.0
1652	1	0	1525	0.0	0.47829690000000014
1525	1	0	1390	0.5314410000000002	0.5314410000000002
1390	1	0	1383	0.0	0.0
1383	0	0	1503	0.0	0.0
1503	0	0	1623	0.0	0.0
1623	0	0	1743	0.0	0.0
