curr_state	curr_action	next_reward	next_state	old_value	new_value
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
1088	-1	0	1088	0.0	0.0
1088	0	0	1088	0.0	0.0
69	1	0	62	0.22876792454961012	0.22876792454961012
62	0	0	54	0.0	0.0
54	1	0	47	0.0	0.0
47	1	0	160	0.0	0.0
160	0	0	288	0.0	0.0
288	0	0	416	0.0	0.0
416	0	0	544	0.0	0.0
544	-1	0	679	0.0	0.0
679	0	0	799	0.0	0.0
799	-1	0	918	0.0	0.0
918	0	0	910	0.0	0.0
910	-1	0	901	0.0	0.0
901	0	0	773	0.0	0.0
773	-1	0	644	0.0	0.0
644	1	0	517	0.0	0.0
517	0	0	389	0.0	0.0
389	1	0	262	0.0	0.0
262	-1	0	261	0.0	0.0
261	1	0	134	0.0	0.0
134	0	0	134	0.0	0.0
134	-1	0	133	0.0	0.0
133	1	0	6	0.0	0.0
6	1	0	7	0.0	0.0
7	0	0	135	0.0	0.0
135	1	0	256	0.0	0.0
256	-1	0	391	0.0	0.0
391	0	0	519	0.0	0.0
519	0	0	647	0.0	0.0
647	1	0	768	0.0	0.0
768	-1	0	903	0.0	0.0
903	0	0	1031	0.0	0.0
1031	1	0	1152	0.0	0.0
1152	-1	0	1287	0.0	0.1853020188851842
1287	1	0	1408	0.0	0.0
1408	0	0	1536	0.0	0.0
1536	1	0	1665	0.0	0.0
1665	1	0	1802	0.0	0.0
1802	1	0	1811	0.0	0.0
1811	1	0	1692	0.0	0.43046721000000016
1692	1	0	1565	0.0	0.0
1565	0	0	1429	0.0	0.0
1429	0	0	1293	0.0	0.0
1293	-1	0	1156	0.0	0.0
1156	1	0	1029	0.0	0.0
1029	0	0	901	0.0	0.0
901	-1	0	772	0.0	0.0
772	0	0	644	0.0	0.0
644	1	0	517	0.0	0.0
517	-1	0	388	0.0	0.0
388	1	0	261	0.0	0.0
261	-1	0	132	0.0	0.0
132	0	0	4	0.0	0.16677181699666577
4	0	0	4	0.0	0.16677181699666577
4	1	0	5	0.0	0.0
5	-1	0	4	0.0	0.16677181699666577
4	1	0	5	0.0	0.1500946352969992
5	0	0	5	0.0	0.1500946352969992
5	-1	0	4	0.16677181699666577	0.16677181699666577
4	-1	0	3	0.1853020188851842	0.1853020188851842
3	-1	0	10	0.0	0.2058911320946491
10	0	0	18	0.22876792454961012	0.22876792454961012
18	-1	0	25	0.0	0.0
25	0	0	161	0.0	0.0
161	0	0	297	0.0	0.5314410000000002
297	1	0	434	0.0	0.0
434	-1	0	441	0.0	0.5904900000000002
441	-1	0	576	0.0	0.6561000000000001
576	0	0	704	0.7290000000000001	0.7290000000000001
704	-1	0	839	0.0	0.0
839	-1	0	958	0.0	0.0
958	-1	0	949	0.0	0.0
949	1	0	814	0.0	0.0
814	1	0	807	0.0	0.0
807	1	0	920	0.0	0.0
920	1	0	1049	0.0	0.0
1049	-1	0	1184	0.0	0.0
1184	-1	0	1319	0.0	0.0
1319	1	0	1432	0.0	0.0
1432	-1	0	1567	0.0	0.0
1567	0	0	1687	0.0	0.0
1687	0	0	1807	0.0	0.0
1807	1	0	1920	0.0	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	-1	0	1926	0.16677181699666577	0.16677181699666577
1926	1	0	1927	0.10941898913151243	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	-1	0	1926	0.16677181699666577	0.16677181699666577
1926	-1	0	1925	0.1853020188851842	0.1853020188851842
1925	1	0	1798	0.1853020188851842	0.1853020188851842
1798	-1	0	1797	0.2058911320946491	0.2058911320946491
1797	0	0	1669	0.0	0.2058911320946491
1669	-1	0	1540	0.0	0.25418658283290013
1540	-1	0	1411	0.0	0.0
1411	0	0	1291	0.0	0.0
1291	-1	0	1170	0.0	0.0
1170	0	0	1178	0.0	0.0
1178	0	0	1186	0.0	0.0
1186	0	0	1194	0.0	0.0
1194	-1	0	1201	0.0	0.0
1201	0	0	1337	0.0	0.0
1337	1	0	1474	0.0	0.0
1474	0	0	1482	0.0	0.0
1482	-1	0	1489	0.0	0.0
1489	-1	0	1624	0.0	0.0
1624	1	0	1753	0.0	0.1853020188851842
1753	1	0	1890	0.0	0.22876792454961012
1890	1	0	1899	0.0	0.25418658283290013
1899	1	0	1780	0.0	0.0
1780	-1	0	1651	0.0	0.0
1651	0	0	1531	0.0	0.38742048900000015
1531	-1	0	1402	0.28242953648100017	0.34867844010000015
1402	-1	0	1401	0.31381059609000017	0.31381059609000017
1401	0	0	1529	0.31381059609000017	0.31381059609000017
1529	0	0	1657	0.28242953648100017	0.31381059609000017
1657	-1	0	1784	0.22876792454961012	0.22876792454961012
1784	0	0	1912	0.25418658283290013	0.25418658283290013
1912	0	0	2040	0.25418658283290013	0.25418658283290013
2040	-1	0	2047	0.28242953648100017	0.28242953648100017
2047	-1	0	2038	0.31381059609000017	0.31381059609000017
2038	-1	0	2029	0.34867844010000015	0.34867844010000015
2029	1	0	1894	0.0	0.0
1894	1	0	1887	0.0	0.0
1887	0	0	2007	0.0	0.1853020188851842
2007	0	0	1999	0.0	0.22876792454961012
1999	-1	0	1990	0.0	0.1853020188851842
1990	-1	0	1981	0.0	0.0
1981	0	0	1845	0.0	0.0
1845	-1	0	1708	0.0	0.0
1708	0	0	1580	0.0	0.0
1580	-1	0	1451	0.0	0.0
1451	1	0	1332	0.0	0.0
1332	-1	0	1203	0.0	0.0
1203	0	0	1083	0.0	0.0
1083	1	0	964	0.0	0.0
964	-1	0	835	0.0	0.0
835	0	0	715	0.0	0.43046721000000016
715	1	0	596	0.0	0.0
596	-1	0	467	0.0	0.0
467	1	0	348	0.0	0.0
348	1	0	221	0.0	0.34867844010000015
221	0	0	85	0.0	0.34867844010000015
85	-1	0	76	0.16677181699666577	0.1853020188851842
76	-1	0	75	0.2058911320946491	0.2058911320946491
75	1	0	84	0.2058911320946491	0.2058911320946491
84	0	0	84	0.2058911320946491	0.2058911320946491
84	0	0	84	0.2058911320946491	0.2058911320946491
84	-1	0	83	0.22876792454961012	0.22876792454961012
83	1	0	92	0.0	0.31381059609000017
92	0	0	92	0.0	0.31381059609000017
92	-1	0	91	0.25418658283290013	0.25418658283290013
91	-1	0	98	0.0	0.25418658283290013
98	-1	0	105	0.0	0.0
105	0	0	241	0.0	0.38742048900000015
241	1	0	378	0.0	0.34867844010000015
378	1	0	379	0.31381059609000017	0.31381059609000017
379	-1	0	250	0.34867844010000015	0.34867844010000015
250	0	0	250	0.34867844010000015	0.34867844010000015
250	1	0	251	0.28242953648100017	0.28242953648100017
251	0	0	123	0.31381059609000017	0.31381059609000017
123	-1	0	122	0.34867844010000015	0.34867844010000015
122	-1	0	121	0.38742048900000015	0.38742048900000015
121	-1	0	248	0.43046721000000016	0.43046721000000016
248	-1	0	383	0.47829690000000014	0.47829690000000014
383	0	0	503	0.5314410000000002	0.5314410000000002
503	-1	0	622	0.0	0.47829690000000014
622	-1	0	613	0.0	0.0
613	0	0	477	0.0	0.0
477	-1	0	340	0.0	0.0
340	-1	0	211	0.0	0.0
211	-1	0	90	0.0	0.22876792454961012
90	-1	0	97	0.0	0.25418658283290013
97	1	0	234	0.0	0.22876792454961012
234	0	0	242	0.0	0.34867844010000015
242	1	0	251	0.0	0.28242953648100017
251	1	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	1	0	125	0.31381059609000017	0.31381059609000017
125	-1	0	116	0.31381059609000017	0.31381059609000017
116	1	0	117	0.34867844010000015	0.34867844010000015
117	-1	0	108	0.25418658283290013	0.25418658283290013
108	-1	0	107	0.28242953648100017	0.28242953648100017
107	1	0	116	0.31381059609000017	0.31381059609000017
116	0	0	116	0.31381059609000017	0.31381059609000017
116	1	0	117	0.34867844010000015	0.34867844010000015
117	0	0	109	0.28242953648100017	0.28242953648100017
109	-1	0	100	0.28242953648100017	0.28242953648100017
100	0	0	100	0.28242953648100017	0.28242953648100017
100	1	0	101	0.31381059609000017	0.31381059609000017
101	1	0	94	0.34867844010000015	0.34867844010000015
94	1	0	87	0.0	0.0
87	-1	0	206	0.0	0.0
206	0	0	198	0.0	0.0
198	0	0	190	0.0	0.0
190	0	0	182	0.0	0.0
182	0	0	174	0.0	0.0
174	0	0	166	0.0	0.0
166	1	0	159	0.0	0.0
159	0	0	279	0.0	0.0
279	0	0	399	0.0	0.0
399	0	0	519	0.0	0.0
519	-1	0	646	0.0	0.0
646	-1	0	645	0.0	0.0
645	1	0	518	0.0	0.0
518	1	0	519	0.0	0.0
519	0	0	647	0.0	0.0
647	1	0	768	0.0	0.0
768	0	0	896	0.0	0.0
896	-1	0	1031	0.0	0.0
1031	0	0	1159	0.0	0.0
1159	1	0	1280	0.0	0.1853020188851842
1280	0	0	1408	0.0	0.0
1408	-1	0	1543	0.0	0.07976644307687257
1543	0	0	1671	0.08862938119652508	0.16677181699666577
1671	-1	0	1798	0.1853020188851842	0.1853020188851842
1798	1	0	1799	0.0984770902183612	0.1500946352969992
1799	1	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	-1	0	1926	0.16677181699666577	0.16677181699666577
1926	-1	0	1925	0.1853020188851842	0.1853020188851842
1925	-1	0	1796	0.0	0.2058911320946491
1796	1	0	1669	0.0	0.22876792454961012
1669	0	0	1541	0.0	0.25418658283290013
1541	1	0	1414	0.0	0.0
1414	1	0	1415	0.0	0.2058911320946491
1415	1	0	1536	0.0	0.0
1536	-1	0	1671	0.0	0.16677181699666577
1671	0	0	1799	0.13508517176729928	0.1500946352969992
1799	-1	0	1926	0.16677181699666577	0.16677181699666577
1926	1	0	1927	0.1500946352969992	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	1	0	1921	0.13508517176729928	0.13508517176729928
1921	-1	0	1928	0.13508517176729928	0.13508517176729928
1928	-1	0	1935	0.10941898913151243	0.1500946352969992
1935	1	0	1920	0.12157665459056936	0.13508517176729928
1920	0	0	1920	0.13508517176729928	0.13508517176729928
1920	0	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	-1	0	1926	0.16677181699666577	0.16677181699666577
1926	1	0	1927	0.1500946352969992	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	-1	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	0	0	1927	0.1500946352969992	0.1500946352969992
1927	1	0	1920	0.13508517176729928	0.13508517176729928
1920	1	0	1921	0.13508517176729928	0.13508517176729928
1921	0	0	1929	0.1500946352969992	0.1500946352969992
1929	1	0	1938	0.16677181699666577	0.16677181699666577
1938	1	0	1947	0.0	0.0
1947	0	0	1827	0.0	0.0
1827	1	0	1708	0.0	0.0
1708	-1	0	1579	0.0	0.0
1579	1	0	1460	0.0	0.0
1460	-1	0	1331	0.0	0.0
1331	1	0	1212	0.0	0.0
1212	1	0	1085	0.0	0.0
1085	1	0	950	0.0	0.0
950	0	0	942	0.0	0.0
942	1	0	935	0.0	0.0
935	-1	0	1054	0.0	0.0
1054	0	0	1046	0.0	0.0
1046	1	0	1039	0.0	0.0
1039	1	0	1152	0.0	0.16677181699666577
1152	1	0	1281	0.0	0.0
1281	1	0	1418	0.0	0.0
1418	-1	0	1425	0.0	0.0
1425	-1	0	1560	0.0	0.0
1560	-1	0	1695	0.0	0.0
1695	1	0	1808	0.0	0.0
1808	0	0	1936	0.0	0.1500946352969992
1936	1	0	1937	0.16677181699666577	0.16677181699666577
1937	1	0	1946	0.1853020188851842	0.1853020188851842
1946	1	0	1955	0.0	0.0
1955	-1	0	1834	0.0	0.0
1834	-1	0	1841	0.0	0.2058911320946491
1841	0	0	1977	0.0	0.28242953648100017
1977	-1	0	1984	0.25418658283290013	0.25418658283290013
1984	0	0	1984	0.25418658283290013	0.25418658283290013
1984	-1	0	1991	0.22876792454961012	0.22876792454961012
1991	-1	0	1982	0.16677181699666577	0.16677181699666577
1982	-1	0	1973	0.0	0.0
1973	0	0	1837	0.0	0.0
1837	-1	0	1700	0.0	0.0
1700	0	0	1572	0.0	0.0
1572	1	0	1445	0.0	0.0
1445	1	0	1310	0.0	0.0
1310	-1	0	1301	0.0	0.31381059609000017
1301	1	0	1166	0.0	0.0
1166	0	0	1158	0.0	0.0
1158	-1	0	1157	0.0	0.0
1157	0	0	1029	0.0	0.0
1029	0	0	901	0.0	0.0
901	0	0	773	0.0	0.0
773	0	0	645	0.0	0.0
645	1	0	518	0.0	0.0
518	1	0	519	0.0	0.0
519	-1	0	646	0.0	0.0
646	-1	0	645	0.0	0.0
645	1	0	518	0.0	0.0
518	0	0	518	0.0	0.0
518	-1	0	517	0.0	0.0
517	-1	0	388	0.0	0.0
388	-1	0	259	0.0	0.0
259	1	0	140	0.0	0.0
140	0	0	12	0.0	0.1853020188851842
12	0	0	12	0.0	0.1853020188851842
12	0	0	12	0.1853020188851842	0.1853020188851842
12	-1	0	11	0.2058911320946491	0.2058911320946491
11	0	0	19	0.0	0.22876792454961012
19	-1	0	26	0.0	0.0
26	-1	0	33	0.0	0.43046721000000016
33	1	0	170	0.0	0.0
170	-1	0	177	0.0	0.47829690000000014
177	0	0	313	0.5314410000000002	0.5314410000000002
313	1	0	450	0.0	0.0
450	0	0	458	0.0	0.0
458	1	0	467	0.0	0.0
467	1	0	348	0.0	0.31381059609000017
348	0	0	220	0.0	0.0
220	0	0	92	0.0	0.31381059609000017
92	-1	0	91	0.25418658283290013	0.25418658283290013
91	0	0	99	0.25418658283290013	0.25418658283290013
99	1	0	108	0.25418658283290013	0.25418658283290013
108	-1	0	107	0.28242953648100017	0.28242953648100017
107	0	0	115	0.28242953648100017	0.28242953648100017
115	-1	0	122	0.31381059609000017	0.34867844010000015
122	0	0	122	0.34867844010000015	0.34867844010000015
122	-1	0	121	0.38742048900000015	0.38742048900000015
121	-1	0	248	0.43046721000000016	0.43046721000000016
248	1	0	377	0.38742048900000015	0.38742048900000015
377	0	0	505	0.38742048900000015	0.38742048900000015
505	-1	0	632	0.43046721000000016	0.43046721000000016
632	-1	0	767	0.47829690000000014	0.47829690000000014
767	1	0	880	0.0	0.13508517176729928
880	0	0	1008	0.0	0.38742048900000015
1008	1	0	1137	0.0	0.16677181699666577
1137	0	0	1273	0.0	0.31381059609000017
1273	0	0	1401	0.31381059609000017	0.31381059609000017
1401	0	0	1529	0.31381059609000017	0.31381059609000017
1529	-1	0	1656	0.25418658283290013	0.25418658283290013
