month	price
2025-01-01	4.428511229593938
2025-02-01	4.668476901992749
2025-03-01	5.912820583297039
2025-04-01	4.509352884027203
2025-05-01	5.666633864608309
2025-06-01	3.9835447328998526
2025-07-01	5.376287028507177
2025-08-01	4.220490473818694
2025-09-01	3.6743223873590938
2025-10-01	4.643745340327735
2025-11-01	4.452943637920126
2025-12-01	5.526718677847886
