state	expected_sick_days
exposed-1	1.4999999999992326
exposed-2	2.9999999999988303
exposed-3	5.9999999999982165
recovered	0.0
symptoms-1	11.999999999997282
symptoms-2	7.999999999999871
symptoms-3	3.999999999999997
