state	expected_discomfort
exposed-1	0.7499999999991067
exposed-2	1.4999999999986382
exposed-3	2.999999999997924
recovered	0.0
symptoms-1	5.999999999996835
symptoms-2	4.499999999999847
symptoms-3	1.4999999999999964
