month	price
2024-01-01	4.625986137609418
2024-02-01	4.267551303754845
2024-03-01	3.99518039567593
2024-04-01	3.865471607791606
2024-05-01	3.6441876609592816
2024-06-01	3.2991904945184904
2024-07-01	3.215365227144204
2024-08-01	3.4206111011751643
2024-09-01	3.4147000551242948
2024-10-01	3.9926441671594417
2024-11-01	4.290446089232743
2024-12-01	4.450158922312717
